desc,acc,br,ca,sub,n1,len
Short Term- Local Authorities,3221410002,3,32,322,3221,10
On Lending -Local Authorities,3221410003,3,32,322,3221,10
Parastatals,322142,3,32,322,3221,6
Long  Term- Parastatals,3221420001,3,32,322,3221,10
Short Term - Parastatals,3221420002,3,32,322,3221,10
On Lending -Local Public Entities,3221420003,3,32,322,3221,10
Other,322143,3,32,322,3221,6
Foreign - Long term,3221430001,3,32,322,3221,10
Foreign - Short Term,3221430002,3,32,322,3221,10
Security Deposit on Rentals,3221430003,3,32,322,3221,10
Domestic - Long term,3221430004,3,32,322,3221,10
Domestic - Short Term,3221430005,3,32,322,3221,10
Security Deposit on Rentals,3221430006,3,32,322,3221,10
Welfare and benovelent  - loan fund,3221430007,3,32,322,3221,10
On Lending -Other Instititions not classfied,3221430008,3,32,322,3221,10
Vehicle loan scheme,3221430009,3,32,322,3221,10
Equity and investment fund shares,32215,3,32,322,3221,5
Equity,322151,3,32,322,3221,6
Equity: Listed,3221510001,3,32,322,3221,10
Equity: Unlisted,3221510002,3,32,322,3221,10
Investment fund shares or units,322152,3,32,322,3221,6
Investment fund shares,3221520001,3,32,322,3221,10
Investment fund units and trusts,3221520002,3,32,322,3221,10
"Insurance, pension, and standardized guarantee schemes [GFS]",32216,3,32,322,3221,5
Nonlife insurance technical reserves,322161,3,32,322,3221,6
Nonlife insurance reserves,3221610001,3,32,322,3221,10
Life insurance and annuities entitlements,322162,3,32,322,3221,6
Life insurance,3221620001,3,32,322,3221,10
Annuities entitlements,3221620002,3,32,322,3221,10
Pension entitlements [GFS],322163,3,32,322,3221,6
Pension receivable,3221630001,3,32,322,3221,10
Claims of pension funds on pension manager,322164,3,32,322,3221,6
Claims of pension funds,3221640001,3,32,322,3221,10
Provisions for calls under standardized guarantee schemes,322165,3,32,322,3221,6
Provisions for calls on guarantee,3221650001,3,32,322,3221,10
Financial derivatives and employee stock options,32217,3,32,322,3221,5
Financial derivatives,322171,3,32,322,3221,6
Derivatives,3221710001,3,32,322,3221,10
Employee stock options,322172,3,32,322,3221,6
Employee shares,3221720001,3,32,322,3221,10
Other accounts receivable,32218,3,32,322,3221,5
Trade credit and advances,322181,3,32,322,3221,6
                Trade Credit,3221810001,3,32,322,3221,10
                 Debtor employee control account a/c,3221810002,3,32,322,3221,10
                 Advances to employees,3221810003,3,32,322,3221,10
Miscellaneous other accounts receivable,322182,3,32,322,3221,6
Other accounts receivable,3221820001,3,32,322,3221,10
Domestic debtors (Financial assets): Disposals,3511,3,35,351,3511,4
Special Drawing Rights (SDRs),35111,3,35,351,3511,5
Special Drawing Rights (SDRs),3511100001,3,35,351,3511,10
Currency and deposits,35112,3,35,351,3511,5
Main Currency and deposits,351121,3,35,351,3511,6
Cashbook-Receipts,3511210001,3,35,351,3511,10
Cashbook-Deposits CBZ,3511210002,3,35,351,3511,10
Cashbook-Deposits RBZ,3511210003,3,35,351,3511,10
Bank Account CBZ,3511210004,3,35,351,3511,10
Bank Account RBZ,3511210005,3,35,351,3511,10
     Bank Account (Reserved for future use),3511210006,3,35,351,3511,10
Residents- Banks NOSTRO,351122,3,35,351,3511,6
Cashbook,3511220001,3,35,351,3511,10
Bank Account?.,3511220002,3,35,351,3511,10
Residents- Projects Bank Accounts,351123,3,35,351,3511,6
Cashbook,3511230001,3,35,351,3511,10
Bank Account ???,3511230002,3,35,351,3511,10
Residents- NESTRO Projects Bank Accounts,351124,3,35,351,3511,6
Cashbook,3511240001,3,35,351,3511,10
Bank Account ???,3511240002,3,35,351,3511,10
Debt securities,35113,3,35,351,3511,5
Short term :Foreign-Debt securities,3511300003,3,35,351,3511,10
Local-Debt securities,3511300004,3,35,351,3511,10
Loans,35114,3,35,351,3511,5
 Local Authorities,351141,3,35,351,3511,6
Long Term - Local Authorities,3511410001,3,35,351,3511,10
Short Term- Local Authorities,3511410002,3,35,351,3511,10
On Lending -Local Authorities,3511410003,3,35,351,3511,10
Parastatals,351142,3,35,351,3511,6
Long  Term- Parastatals,3511420001,3,35,351,3511,10
Short Term - Parastatals,3511420002,3,35,351,3511,10
On Lending -Local Public Entities,3511420003,3,35,351,3511,10
Other,351143,3,35,351,3511,6
Foreign - Long term,3511430001,3,35,351,3511,10
Foreign - Short Term,3511430002,3,35,351,3511,10
Security Deposit on Rentals,3511430003,3,35,351,3511,10
Domestic - Long term,3511430004,3,35,351,3511,10
Domestic - Short Term,3511430005,3,35,351,3511,10
Security Deposit on Rentals,3511430006,3,35,351,3511,10
Welfare and benovelent  - loan fund,3511430007,3,35,351,3511,10
On Lending -Other Instititions not classfied,3511430008,3,35,351,3511,10
Vehicle loan scheme,3511430009,3,35,351,3511,10
Equity and investment fund shares,35115,3,35,351,3511,5
Equity,351151,3,35,351,3511,6
Equity: Listed,3511510001,3,35,351,3511,10
Equity: Unlisted,3511510002,3,35,351,3511,10
Investment fund shares or units,351152,3,35,351,3511,6
Investment fund shares,3511520001,3,35,351,3511,10
Investment fund units and trusts,3511520002,3,35,351,3511,10
"Insurance, pension, and standardized guarantee schemes [GFS]",35116,3,35,351,3511,5
Nonlife insurance technical reserves,351161,3,35,351,3511,6
Nonlife insurance reserves,3511610001,3,35,351,3511,10
Life insurance and annuities entitlements,351162,3,35,351,3511,6
Life insurance,3511620001,3,35,351,3511,10
Annuities entitlements,3511620002,3,35,351,3511,10
Pension entitlements [GFS],351163,3,35,351,3511,6
Pension receivable,3511630001,3,35,351,3511,10
Claims of pension funds on pension manager,351164,3,35,351,3511,6
Claims of pension funds,3511640001,3,35,351,3511,10
Provisions for calls under standardized guarantee schemes,351165,3,35,351,3511,6
Provisions for calls on guarantee,3511650001,3,35,351,3511,10
Financial derivatives and employee stock options,35117,3,35,351,3511,5
Financial derivatives,351171,3,35,351,3511,6
Derivatives,3511710001,3,35,351,3511,10
Employee stock options,351172,3,35,351,3511,6
Employee shares,3511720001,3,35,351,3511,10
Other accounts receivable,35118,3,35,351,3511,5
Trade credit and advances,351181,3,35,351,3511,6
                Trade Credit,3511810001,3,35,351,3511,10
                 Debtor employee control account a/c,3511810002,3,35,351,3511,10
                 Advances to employees,3511810003,3,35,351,3511,10
Miscellaneous other accounts receivable,351182,3,35,351,3511,6
Other accounts receivable,3511820001,3,35,351,3511,10
External debtors (Financial assets): Disposals,3521,3,35,352,3521,4
Special Drawing Rights (SDRs),35211,3,35,352,3521,5
Special Drawing Rights (SDRs),3521100001,3,35,352,3521,10
Currency and deposits,35212,3,35,352,3521,5
Main Currency and deposits,352121,3,35,352,3521,6
Cashbook-Receipts,3521210001,3,35,352,3521,10
Cashbook-Deposits CBZ,3521210002,3,35,352,3521,10
Cashbook-Deposits RBZ,3521210003,3,35,352,3521,10
Bank Account CBZ,3521210004,3,35,352,3521,10
Bank Account RBZ,3521210005,3,35,352,3521,10
     Bank Account (Reserved for future use),3521210006,3,35,352,3521,10
Residents- Banks NOSTRO,352122,3,35,352,3521,6
Cashbook,3521220001,3,35,352,3521,10
Bank Account?.,3521220002,3,35,352,3521,10
Residents- Projects Bank Accounts,352123,3,35,352,3521,6
Cashbook,3521230001,3,35,352,3521,10
Bank Account ???,3521230002,3,35,352,3521,10
Residents- NESTRO Projects Bank Accounts,352124,3,35,352,3521,6
Cashbook,3521240001,3,35,352,3521,10
Bank Account ???,3521240002,3,35,352,3521,10
Debt securities,35213,3,35,352,3521,5
Short term :Foreign-Debt securities,3521300003,3,35,352,3521,10
Local-Debt securities,3521300004,3,35,352,3521,10
Loans,35214,3,35,352,3521,5
 Local Authorities,352141,3,35,352,3521,6
Long Term - Local Authorities,3521410001,3,35,352,3521,10
Short Term- Local Authorities,3521410002,3,35,352,3521,10
On Lending -Local Authorities,3521410003,3,35,352,3521,10
Parastatals,352142,3,35,352,3521,6
Long  Term- Parastatals,3521420001,3,35,352,3521,10
Short Term - Parastatals,3521420002,3,35,352,3521,10
On Lending -Local Public Entities,3521420003,3,35,352,3521,10
Other,352143,3,35,352,3521,6
Foreign - Long term,3521430001,3,35,352,3521,10
Foreign - Short Term,3521430002,3,35,352,3521,10
Security Deposit on Rentals,3521430003,3,35,352,3521,10
Domestic - Long term,3521430004,3,35,352,3521,10
Domestic - Short Term,3521430005,3,35,352,3521,10
Security Deposit on Rentals,3521430006,3,35,352,3521,10
Welfare and benovelent  - loan fund,3521430007,3,35,352,3521,10
On Lending -Other Instititions not classfied,3521430008,3,35,352,3521,10
Vehicle loan scheme,3521430009,3,35,352,3521,10
Equity and investment fund shares,35215,3,35,352,3521,5
Equity,352151,3,35,352,3521,6
Equity: Listed,3521510001,3,35,352,3521,10
Equity: Unlisted,3521510002,3,35,352,3521,10
Investment fund shares or units,352152,3,35,352,3521,6
Investment fund shares,3521520001,3,35,352,3521,10
Investment fund units and trusts,3521520002,3,35,352,3521,10
"Insurance, pension, and standardized guarantee schemes [GFS]",35216,3,35,352,3521,5
Nonlife insurance technical reserves,352161,3,35,352,3521,6
Nonlife insurance reserves,3521610001,3,35,352,3521,10
Life insurance and annuities entitlements,352162,3,35,352,3521,6
Life insurance,3521620001,3,35,352,3521,10
Annuities entitlements,3521620002,3,35,352,3521,10
Pension entitlements [GFS],352163,3,35,352,3521,6
Pension receivable,3521630001,3,35,352,3521,10
Claims of pension funds on pension manager,352164,3,35,352,3521,6
Claims of pension funds,3521640001,3,35,352,3521,10
Provisions for calls under standardized guarantee schemes,352165,3,35,352,3521,6
Provisions for calls on guarantee,3521650001,3,35,352,3521,10
Financial derivatives and employee stock options,35217,3,35,352,3521,5
Financial derivatives,352171,3,35,352,3521,6
Derivatives,3521710001,3,35,352,3521,10
Employee stock options,352172,3,35,352,3521,6
Employee shares,3521720001,3,35,352,3521,10
Other accounts receivable,35218,3,35,352,3521,5
Trade credit and advances,352181,3,35,352,3521,6
                Trade Credit,3521810001,3,35,352,3521,10
                 Debtor employee control account a/c,3521810002,3,35,352,3521,10
                 Advances to employees,3521810003,3,35,352,3521,10
Miscellaneous other accounts receivable,352182,3,35,352,3521,6
Other accounts receivable,3521820001,3,35,352,3521,10
Domestic creditors (Liabilities): Stock positions,631,6,63,631,631,3
Currency and deposits,6312,6,63,631,6312,4
Currency and deposits,6312000001,6,63,631,6312,10
Debt securities,6313,6,63,631,6313,4
Banks,63131,6,63,631,6313,5
Treasury Bills Banks,6313100001,6,63,631,6313,10
Bonds banks,6313100002,6,63,631,6313,10
Debendures Banks,6313100003,6,63,631,6313,10
NON Banks,63132,6,63,631,6313,5
Treasury Bills Banks,6313200001,6,63,631,6313,10
Bonds banks,6313200002,6,63,631,6313,10
Debendures Banks,6313200003,6,63,631,6313,10
Loans,6314,6,63,631,6314,4
consesional loans,6314000001,6,63,631,6314,10
non-concesional loans,6314000002,6,63,631,6314,10
Equity and investment fund shares,6315,6,63,631,6315,4
Equity,63151,6,63,631,6315,5
Equity,6315100001,6,63,631,6315,10
Investment fund shares or units,63152,6,63,631,6315,5
Investment fund shares or units,6315200001,6,63,631,6315,10
"Insurance, pension, and standardized guarantee schemes [GFS]",6316,6,63,631,6316,4
Nonlife insurance technical reserves,63161,6,63,631,6316,5
Non Life Insurance,6316100001,6,63,631,6316,10
Life insurance and annuities entitlements,63162,6,63,631,6316,5
Life Insurance,6316200001,6,63,631,6316,10
Annuities,6316200002,6,63,631,6316,10
Pension entitlements [GFS],63163,6,63,631,6316,5
Pension payable,6316300001,6,63,631,6316,10
Claims of pension funds on pension manager,63164,6,63,631,6316,5
Claims of pension,6316400001,6,63,631,6316,10
Provisions for calls under standardized guarantee schemes,63165,6,63,631,6316,5
Provisions for calls under standardized guarantee schemes,6316500001,6,63,631,6316,10
Financial derivatives and employee stock options,6317,6,63,631,6317,4
Financial derivatives,63171,6,63,631,6317,5
Derivatives,6317100001,6,63,631,6317,10
Employee stock options,63172,6,63,631,6317,5
Employee shares,6317200001,6,63,631,6317,10
Other accounts receivable,6318,6,63,631,6318,4
Trade credit and advances,63181,6,63,631,6318,5
Institutional creditors,6318100001,6,63,631,6318,10
Advances,6318100002,6,63,631,6318,10
Miscellaneous other accounts receivable,63182,6,63,631,6318,5
Miscellaneous other accounts payable,6318200001,6,63,631,6318,10
Employees creditors,6318200002,6,63,631,6318,10
Temporary Deposits,6318200003,6,63,631,6318,10
Foreign Services-Float,6318200004,6,63,631,6318,10
Accrued Interest,6318200005,6,63,631,6318,10
Accrued Penalties,6318200006,6,63,631,6318,10
External creditors (Liabilities): Stock positions,632,6,63,632,632,3
Special Drawing Rights (SDRs),6321,6,63,632,6321,4
Special Drawing Rights (SDRs),6321000001,6,63,632,6321,10
Currency and deposits,6322,6,63,632,6322,4
Currency and deposits,6322000001,6,63,632,6322,10
Debt securities,6323,6,63,632,6323,4
Banks,63231,6,63,632,6323,5
Treasury Bills Banks,6323100001,6,63,632,6323,10
Bonds banks,6323100002,6,63,632,6323,10
Debendures Banks,6323100003,6,63,632,6323,10
NON Banks,63232,6,63,632,6323,5
Treasury Bills Banks,6323200001,6,63,632,6323,10
Bonds banks,6323200002,6,63,632,6323,10
Debendures Banks,6323200003,6,63,632,6323,10
Loans,6324,6,63,632,6324,4
consesional loans,6324000001,6,63,632,6324,10
non-concesional loans,6324000002,6,63,632,6324,10
Equity and investment fund shares,6325,6,63,632,6325,4
Equity,63251,6,63,632,6325,5
Equity,6325100001,6,63,632,6325,10
Investment fund shares or units,63252,6,63,632,6325,5
Investment fund shares or units,6325200001,6,63,632,6325,10
"Insurance, pension, and standardized guarantee schemes [GFS]",6326,6,63,632,6326,4
Nonlife insurance technical reserves,63261,6,63,632,6326,5
Non Life Insurance,6326100001,6,63,632,6326,10
Life insurance and annuities entitlements,63262,6,63,632,6326,5
Life Insurance,6326200001,6,63,632,6326,10
Annuities,6326200002,6,63,632,6326,10
Pension entitlements [GFS],63263,6,63,632,6326,5
Pension payable,6326300001,6,63,632,6326,10
Claims of pension funds on pension manager,63264,6,63,632,6326,5
Claims of pension,6326400001,6,63,632,6326,10
Provisions for calls under standardized guarantee schemes,63265,6,63,632,6326,5
Provisions for calls under standardized guarantee schemes,6326500001,6,63,632,6326,10
Financial derivatives and employee stock options,6327,6,63,632,6327,4
Financial derivatives,63271,6,63,632,6327,5
Derivatives,6327100001,6,63,632,6327,10
Employee stock options,63272,6,63,632,6327,5
Employee shares,6327200001,6,63,632,6327,10
Other accounts receivable,6328,6,63,632,6328,4
Trade credit and advances,63281,6,63,632,6328,5
Institutional creditors,6328100001,6,63,632,6328,10
Advances,6328100002,6,63,632,6328,10
Miscellaneous other accounts receivable,63282,6,63,632,6328,5
Miscellaneous other accounts payable,6328200001,6,63,632,6328,10
Employees creditors,6328200002,6,63,632,6328,10
Temporary Deposits,6328200003,6,63,632,6328,10
Foreign Services-Float,6328200004,6,63,632,6328,10
Accrued Interest,6328200005,6,63,632,6328,10
Accrued Penalties,6328200006,6,63,632,6328,10
Domestic creditors (Liabilities): Revaluations (OEF) ,931,9,93,931,931,3
Currency and deposits,9312,9,93,931,9312,4
Currency and deposits,9312000001,9,93,931,9312,10
Debt securities,9313,9,93,931,9313,4
Banks,93131,9,93,931,9313,5
Treasury Bills Banks,9313100001,9,93,931,9313,10
Bonds banks,9313100002,9,93,931,9313,10
Debendures Banks,9313100003,9,93,931,9313,10
NON Banks,93132,9,93,931,9313,5
Treasury Bills Banks,9313200001,9,93,931,9313,10
Bonds banks,9313200002,9,93,931,9313,10
Debendures Banks,9313200003,9,93,931,9313,10
Loans,9314,9,93,931,9314,4
consesional loans,9314000001,9,93,931,9314,10
non-concesional loans,9314000002,9,93,931,9314,10
Equity and investment fund shares,9315,9,93,931,9315,4
Equity,93151,9,93,931,9315,5
Equity,9315100001,9,93,931,9315,10
Investment fund shares or units,93152,9,93,931,9315,5
Investment fund shares or units,9315200001,9,93,931,9315,10
"Insurance, pension, and standardized guarantee schemes [GFS]",9316,9,93,931,9316,4
Nonlife insurance technical reserves,93161,9,93,931,9316,5
Non Life Insurance,9316100001,9,93,931,9316,10
Life insurance and annuities entitlements,93162,9,93,931,9316,5
Life Insurance,9316200001,9,93,931,9316,10
Annuities,9316200002,9,93,931,9316,10
Pension entitlements [GFS],93163,9,93,931,9316,5
Pension payable,9319300001,9,93,931,9319,10
Claims of pension funds on pension manager,93164,9,93,931,9316,5
Claims of pension,9316400001,9,93,931,9316,10
Provisions for calls under standardized guarantee schemes,93165,9,93,931,9316,5
Provisions for calls under standardized guarantee schemes,9316500001,9,93,931,9316,10
Financial derivatives and employee stock options,9317,9,93,931,9317,4
Financial derivatives,93171,9,93,931,9317,5
Derivatives,9317100001,9,93,931,9317,10
Employee stock options,93172,9,93,931,9317,5
Employee shares,9317200001,9,93,931,9317,10
Other accounts receivable,9318,9,93,931,9318,4
Trade credit and advances,93181,9,93,931,9318,5
Institutional creditors,9318100001,9,93,931,9318,10
Advances,9318100002,9,93,931,9318,10
Miscellaneous other accounts receivable,93182,9,93,931,9318,5
Miscellaneous other accounts payable,9318200001,9,93,931,9318,10
Employees creditors,9318200002,9,93,931,9318,10
Temporary Deposits,9318200003,9,93,931,9318,10
Foreign Services-Float,9318200004,9,93,931,9318,10
Accrued Interest,9318200005,9,93,931,9318,10
Accrued Penalties,9318200006,9,93,931,9318,10
External creditors (Liabilities): Revaluations (OEF) ,932,9,93,932,932,3
Special Drawing Rights (SDRs),9321,9,93,932,9321,4
Special Drawing Rights (SDRs),9321000001,9,93,932,9321,10
Currency and deposits,9322,9,93,932,9322,4
Currency and deposits,9322000001,9,93,932,9322,10
Debt securities,9323,9,93,932,9323,4
Banks,93231,9,93,932,9323,5
Treasury Bills Banks,9323100001,9,93,932,9323,10
Bonds banks,9323100002,9,93,932,9323,10
Debendures Banks,9323100003,9,93,932,9323,10
NON Banks,93232,9,93,932,9323,5
Treasury Bills Banks,9323200001,9,93,932,9323,10
Bonds banks,9323200002,9,93,932,9323,10
Debendures Banks,9323200003,9,93,932,9323,10
Loans,9324,9,93,932,9324,4
consesional loans,9324000001,9,93,932,9324,10
non-concesional loans,9324000002,9,93,932,9324,10
Equity and investment fund shares,9325,9,93,932,9325,4
Equity,93251,9,93,932,9325,5
Equity,9325100001,9,93,932,9325,10
Investment fund shares or units,93252,9,93,932,9325,5
Investment fund shares or units,9325200001,9,93,932,9325,10
"Insurance, pension, and standardized guarantee schemes [GFS]",9326,9,93,932,9326,4
Nonlife insurance technical reserves,93261,9,93,932,9326,5
Non Life Insurance,9326100001,9,93,932,9326,10
Life insurance and annuities entitlements,93262,9,93,932,9326,5
Life Insurance,9326200001,9,93,932,9326,10
Annuities,9326200002,9,93,932,9326,10
Pension entitlements [GFS],93263,9,93,932,9326,5
Pension payable,9326300002,9,93,932,9326,10
Claims of pension funds on pension manager,93264,9,93,932,9326,5
Claims of pension,9326400001,9,93,932,9326,10
Provisions for calls under standardized guarantee schemes,93265,9,93,932,9326,5
Provisions for calls under standardized guarantee schemes,9326500001,9,93,932,9326,10
Financial derivatives and employee stock options,9327,9,93,932,9327,4
Financial derivatives,93271,9,93,932,9327,5
Derivatives,9327100001,9,93,932,9327,10
Employee stock options,93272,9,93,932,9327,5
Employee shares,9327200001,9,93,932,9327,10
Other accounts receivable,9328,9,93,932,9328,4
Trade credit and advances,93281,9,93,932,9328,5
Institutional creditors,9328100001,9,93,932,9328,10
Advances,9328100002,9,93,932,9328,10
Miscellaneous other accounts receivable,93282,9,93,932,9328,5
Miscellaneous other accounts payable,9328200001,9,93,932,9328,10
Employees creditors,9328200002,9,93,932,9328,10
Temporary Deposits,9328200003,9,93,932,9328,10
Foreign Services-Float,9328200004,9,93,932,9328,10
Accrued Interest,9328200005,9,93,932,9328,10
Accrued Penalties,9328200006,9,93,932,9328,10
Domestic creditors (Liabilities): Incurrence,3311,3,33,331,3311,4
Currency and deposits,33112,3,33,331,3311,5
Currency and deposits,3311200001,3,33,331,3311,10
Debt securities,33113,3,33,331,3311,5
Banks,331131,3,33,331,3311,6
Treasury Bills Banks,3311310001,3,33,331,3311,10
Bonds banks,3311310002,3,33,331,3311,10
Debendures Banks,3311310003,3,33,331,3311,10
NON Banks,331132,3,33,331,3311,6
Treasury Bills Banks,3311320001,3,33,331,3311,10
Bonds banks,3311320002,3,33,331,3311,10
Debendures Banks,3311320003,3,33,331,3311,10
Loans,33114,3,33,331,3311,5
consesional loans,3311400001,3,33,331,3311,10
non-concesional loans,3311400002,3,33,331,3311,10
Equity and investment fund shares,33115,3,33,331,3311,5
Equity,331151,3,33,331,3311,6
Equity,3311510001,3,33,331,3311,10
Investment fund shares or units,331152,3,33,331,3311,6
Investment fund shares or units,3311520001,3,33,331,3311,10
"Insurance, pension, and standardized guarantee schemes [GFS]",33116,3,33,331,3311,5
Nonlife insurance technical reserves,331161,3,33,331,3311,6
Non Life Insurance,3311610001,3,33,331,3311,10
Life insurance and annuities entitlements,331162,3,33,331,3311,6
Life Insurance,3311620001,3,33,331,3311,10
Annuities,3311620002,3,33,331,3311,10
Pension entitlements [GFS],331163,3,33,331,3311,6
Pension payable,3311630001,3,33,331,3311,10
Claims of pension funds on pension manager,331164,3,33,331,3311,6
Claims of pension,3311640001,3,33,331,3311,10
Provisions for calls under standardized guarantee schemes,331165,3,33,331,3311,6
Provisions for calls under standardized guarantee schemes,3311650001,3,33,331,3311,10
Financial derivatives and employee stock options,33117,3,33,331,3311,5
Financial derivatives,331171,3,33,331,3311,6
Derivatives,3311710001,3,33,331,3311,10
Employee stock options,331172,3,33,331,3311,6
Employee shares,3311720001,3,33,331,3311,10
Other accounts receivable,33118,3,33,331,3311,5
Trade credit and advances,331181,3,33,331,3311,6
Institutional creditors,3311810001,3,33,331,3311,10
Advances,3311810002,3,33,331,3311,10
Miscellaneous other accounts receivable,331182,3,33,331,3311,6
Miscellaneous other accounts payable,3311820001,3,33,331,3311,10
Employees creditors,3311820002,3,33,331,3311,10
Temporary Deposits,3311820003,3,33,331,3311,10
Foreign Services-Float,3311820004,3,33,331,3311,10
Accrued Interest,3311820005,3,33,331,3311,10
Accrued Penalties,3311820006,3,33,331,3311,10
External creditors (Liabilities): Incurrence,3321,3,33,332,3321,4
Special Drawing Rights (SDRs),33211,3,33,332,3321,5
Special Drawing Rights (SDRs),3321100001,3,33,332,3321,10
Currency and deposits,33212,3,33,332,3321,5
Currency and deposits,3321200001,3,33,332,3321,10
Debt securities,33213,3,33,332,3321,5
Banks,332131,3,33,332,3321,6
Treasury Bills Banks,3321310001,3,33,332,3321,10
Bonds banks,3321310002,3,33,332,3321,10
Debendures Banks,3321310003,3,33,332,3321,10
NON Banks,332132,3,33,332,3321,6
Treasury Bills Banks,3321320001,3,33,332,3321,10
Bonds banks,3321320002,3,33,332,3321,10
Debendures Banks,3321320003,3,33,332,3321,10
Loans,33214,3,33,332,3321,5
consesional loans,3321400001,3,33,332,3321,10
non-concesional loans,3321400002,3,33,332,3321,10
Equity and investment fund shares,33215,3,33,332,3321,5
Equity,332151,3,33,332,3321,6
Equity,3321510001,3,33,332,3321,10
Investment fund shares or units,332152,3,33,332,3321,6
Investment fund shares or units,3321520001,3,33,332,3321,10
"Insurance, pension, and standardized guarantee schemes [GFS]",33216,3,33,332,3321,5
Nonlife insurance technical reserves,332161,3,33,332,3321,6
Non Life Insurance,3321610001,3,33,332,3321,10
Life insurance and annuities entitlements,332162,3,33,332,3321,6
Life Insurance,3321620001,3,33,332,3321,10
Annuities,3321620002,3,33,332,3321,10
Pension entitlements [GFS],332163,3,33,332,3321,6
Pension payable,3321630001,3,33,332,3321,10
Claims of pension funds on pension manager,332164,3,33,332,3321,6
Claims of pension,3321640001,3,33,332,3321,10
Provisions for calls under standardized guarantee schemes,332165,3,33,332,3321,6
Provisions for calls under standardized guarantee schemes,3321650001,3,33,332,3321,10
Financial derivatives and employee stock options,33217,3,33,332,3321,5
Financial derivatives,332171,3,33,332,3321,6
Derivatives,3321710001,3,33,332,3321,10
Employee stock options,332172,3,33,332,3321,6
Employee shares,3321720001,3,33,332,3321,10
Other accounts receivable,33218,3,33,332,3321,5
Trade credit and advances,332181,3,33,332,3321,6
Institutional creditors,3321810001,3,33,332,3321,10
Advances,3321810002,3,33,332,3321,10
Miscellaneous other accounts receivable,332182,3,33,332,3321,6
Miscellaneous other accounts payable,3321820001,3,33,332,3321,10
Employees creditors,3321820002,3,33,332,3321,10
Temporary Deposits,3321820003,3,33,332,3321,10
Foreign Services-Float,3321820004,3,33,332,3321,10
Accrued Interest,3321820005,3,33,332,3321,10
Accrued Penalties,3321820006,3,33,332,3321,10
Domestic creditors (Liabilities): Repayment,3611,3,36,361,3611,4
Currency and deposits,36112,3,36,361,3611,5
Currency and deposits,3611200001,3,36,361,3611,10
Debt securities,36113,3,36,361,3611,5
Banks,361131,3,36,361,3611,6
Treasury Bills Banks,3611310001,3,36,361,3611,10
Bonds banks,3611310002,3,36,361,3611,10
Debendures Banks,3611310003,3,36,361,3611,10
NON Banks,361132,3,36,361,3611,6
Treasury Bills Banks,3611320001,3,36,361,3611,10
Bonds banks,3611320002,3,36,361,3611,10
Debendures Banks,3611320003,3,36,361,3611,10
Loans,36114,3,36,361,3611,5
consesional loans,3611400001,3,36,361,3611,10
non-concesional loans,3611400002,3,36,361,3611,10
Equity and investment fund shares,36115,3,36,361,3611,5
Equity,361151,3,36,361,3611,6
Equity,3611510001,3,36,361,3611,10
Investment fund shares or units,361152,3,36,361,3611,6
Investment fund shares or units,3611520001,3,36,361,3611,10
"Insurance, pension, and standardized guarantee schemes [GFS]",36116,3,36,361,3611,5
Nonlife insurance technical reserves,361161,3,36,361,3611,6
Non Life Insurance,3611610001,3,36,361,3611,10
Life insurance and annuities entitlements,361162,3,36,361,3611,6
Life Insurance,3611620001,3,36,361,3611,10
Annuities,3611620002,3,36,361,3611,10
Pension entitlements [GFS],361163,3,36,361,3611,6
Pension payable,3611630001,3,36,361,3611,10
Claims of pension funds on pension manager,361164,3,36,361,3611,6
Claims of pension,3611640001,3,36,361,3611,10
Provisions for calls under standardized guarantee schemes,361165,3,36,361,3611,6
Provisions for calls under standardized guarantee schemes,3611650001,3,36,361,3611,10
Financial derivatives and employee stock options,36117,3,36,361,3611,5
Financial derivatives,361171,3,36,361,3611,6
Derivatives,3611710001,3,36,361,3611,10
Employee stock options,361172,3,36,361,3611,6
Employee shares,3611720001,3,36,361,3611,10
Other accounts receivable,36118,3,36,361,3611,5
Trade credit and advances,361181,3,36,361,3611,6
Institutional creditors,3611810001,3,36,361,3611,10
Advances,3611810002,3,36,361,3611,10
Miscellaneous other accounts receivable,361182,3,36,361,3611,6
Miscellaneous other accounts payable,3611820001,3,36,361,3611,10
Employees creditors,3611820002,3,36,361,3611,10
Temporary Deposits,3611820003,3,36,361,3611,10
Foreign Services-Float,3611820004,3,36,361,3611,10
Accrued Interest,3611820005,3,36,361,3611,10
Accrued Penalties,3611820006,3,36,361,3611,10
External creditors (Liabilities): Repayment,3621,3,36,362,3621,4
Special Drawing Rights (SDRs),36211,3,36,362,3621,5
Special Drawing Rights (SDRs),3621100001,3,36,362,3621,10
Currency and deposits,36212,3,36,362,3621,5
Currency and deposits,3621200001,3,36,362,3621,10
Debt securities,36213,3,36,362,3621,5
Banks,362131,3,36,362,3621,6
Treasury Bills Banks,3621310001,3,36,362,3621,10
Bonds banks,3621310002,3,36,362,3621,10
Debendures Banks,3621310003,3,36,362,3621,10
NON Banks,362132,3,36,362,3621,6
Treasury Bills Banks,3621320001,3,36,362,3621,10
Bonds banks,3621320002,3,36,362,3621,10
Debendures Banks,3621320003,3,36,362,3621,10
Loans,36214,3,36,362,3621,5
consesional loans,3621400001,3,36,362,3621,10
non-concesional loans,3621400002,3,36,362,3621,10
Equity and investment fund shares,36215,3,36,362,3621,5
Equity,362151,3,36,362,3621,6
Equity,3621510001,3,36,362,3621,10
Investment fund shares or units,362152,3,36,362,3621,6
